"phone","province","city"
"861957748","广西","贺州"
"861957749","广西","贺州"
"86195775","陕西","西安"
"861957760","福建","厦门"
"861957761","福建","宁德"
"861957762","福建","南平"
"861957763","福建","南平"
"861957764","福建","莆田"
"861957765","福建","莆田"
"861957766","福建","莆田"
"861957767","福建","莆田"
"861957768","福建","莆田"
"861957769","福建","莆田"
"861957770","山东","淄博"
"861957771","山东","淄博"
"861957772","山东","淄博"
"861957773","山东","潍坊"
"861957774","山东","潍坊"
"861957775","山东","潍坊"
"861957776","山东","潍坊"
"861957777","山东","青岛"
"861957778","山东","济南"
"861957779","山东","临沂"
"861957780","江西","新余"
"861957781","江西","南昌"
"861957782","江西","九江"
"861957783","江西","上饶"
"861957784","江西","抚州"
"861957785","江西","上饶"
"861957786","江西","吉安"
"861957787","江西","赣州"
"861957788","江西","抚州"
"861957789","江西","南昌"
"86195779","新疆","阿克苏"
"861957800","广东","深圳"
"861957801","广东","深圳"
"861957802","广东","广州"
"861957803","广东","东莞"
"861957804","广东","东莞"
"861957805","广东","佛山"
"861957806","广东","惠州"
"861957807","广东","江门"
"861957808","广东","中山"
"861957809","广东","中山"
"861957810","广东","深圳"
"861957811","广东","深圳"
"861957812","广东","广州"
"861957813","广东","东莞"
"861957814","广东","广州"
"861957815","广东","佛山"
"861957816","广东","惠州"
"861957817","广东","东莞"
"861957818","广东","惠州"
"861957819","广东","中山"
"861957820","广东","深圳"
"861957821","广东","广州"
"861957822","广东","深圳"
"861957823","广东","东莞"
"861957824","广东","深圳"
"861957825","广东","佛山"
"861957826","广东","惠州"
"861957827","广东","广州"
"861957828","广东","深圳"
"861957829","广东","中山"
"86195783","辽宁","大连"
"861957840","江西","鹰潭"
"861957841","江西","南昌"
"861957842","江西","九江"
"861957843","江西","上饶"
"861957844","江西","抚州"
"861957845","江西","宜春"
"861957846","江西","吉安"
"861957847","江西","上饶"
"861957848","江西","景德镇"
"861957849","江西","萍乡"
"861957850","辽宁","鞍山"
"861957851","辽宁","鞍山"
"861957852","辽宁","抚顺"
"861957853","辽宁","抚顺"
"861957854","辽宁","丹东"
"861957855","辽宁","丹东"
"861957856","辽宁","丹东"
"861957857","辽宁","丹东"
"861957858","辽宁","锦州"
"861957859","辽宁","锦州"
"861957860","辽宁","朝阳"
"861957861","辽宁","朝阳"
"861957862","辽宁","朝阳"
"861957863","辽宁","铁岭"
"861957864","辽宁","铁岭"
"861957865","辽宁","铁岭"
"861957866","辽宁","阜新"
"861957867","辽宁","阜新"
"861957868","辽宁","阜新"
"861957869","辽宁","辽阳"
"861957870","辽宁","营口"
"861957871","辽宁","营口"
"861957872","辽宁","辽阳"
"861957873","辽宁","辽阳"
"861957874","辽宁","盘锦"
"861957875","辽宁","盘锦"
"861957876","辽宁","盘锦"
"861957877","辽宁","葫芦岛"
"861957878","辽宁","葫芦岛"
"861957879","辽宁","葫芦岛"
"86195788","上海","上海"
"86195789","重庆","重庆"
"86195790","重庆","万州"
"86195791","重庆","涪陵"
"86195792","重庆","黔江"
"861957930","江西","上饶"
"861957931","江西","南昌"
"861957932","江西","九江"
"861957933","江西","上饶"
"861957934","江西","上饶"
"861957935","江西","上饶"
"861957936","江西","上饶"
"861957937","江西","景德镇"
"861957938","江西","上饶"
"861957939","江西","萍乡"
"861957940","江西","赣州"
"861957941","江西","南昌"
"861957942","江西","九江"
"861957943","江西","新余"
"861957944","江西","南昌"
"861957945","江西","宜春"
"861957946","江西","吉安"
"861957947","江西","赣州"
"861957948","江西","抚州"
"861957949","江西","上饶"
"861957950","江西","宜春"
"861957951","江西","宜春"
"861957952","江西","九江"
"861957953","江西","宜春"
"861957954","江西","宜春"
"861957955","江西","宜春"
"861957956","江西","宜春"
"861957957","江西","南昌"
"861957958","江西","宜春"
"861957959","江西","抚州"
"861957960","江西","新余"
"861957961","江西","南昌"
"861957962","江西","九江"
"861957963","江西","吉安"
"861957964","江西","吉安"
"861957965","江西","吉安"
"861957966","江西","吉安"
"861957967","江西","新余"
"861957968","江西","吉安"
"861957969","江西","萍乡"
"861957970","江西","赣州"
"861957971","江西","鹰潭"
"861957972","江西","鹰潭"
"861957973","江西","赣州"
"861957974","江西","赣州"
"861957975","江西","赣州"
"861957976","江西","赣州"
"861957977","江西","赣州"
"861957978","江西","抚州"
"861957979","江西","抚州"
"861957980","江西","抚州"
"861957981","江西","南昌"
"861957982","江西","九江"
"861957983","江西","景德镇"
"861957984","江西","景德镇"
"861957985","江西","宜春"
"861957986","江西","景德镇"
"861957987","江西","赣州"
"861957988","江西","南昌"
"861957989","江西","萍乡"
"861957990","江西","宜春"
"861957991","江西","宜春"
"861957992","江西","宜春"
"861957993","江西","九江"
"861957994","江西","吉安"
"861957995","江西","吉安"
"861957996","江西","吉安"
"861957997","江西","赣州"
"861957998","江西","抚州"
"861957999","江西","抚州"
"86195800","上海","上海"
"86195801","吉林","长春"
"86195802","吉林","吉林"
"861958030","吉林","松原"
"861958031","吉林","松原"
"861958032","吉林","松原"
"861958033","吉林","延边"
"861958034","吉林","延边"
"861958035","吉林","通化"
"861958036","吉林","白城"
"861958037","吉林","辽源"
"861958038","吉林","松原"
"861958039","吉林","白山"
"86195804","江苏","无锡"
"86195805","吉林","长春"
"86195806","广西","南宁"
"861958070","广西","钦州"
"861958071","广西","钦州"
"861958072","广西","北海"
"861958073","广西","北海"
"861958074","广西","桂林"
"861958075","广西","桂林"
"861958076","广西","桂林"
"861958077","广西","桂林"
"861958078","广西","桂林"
"861958079","广西","桂林"
"861958080","广西","崇左"
"861958081","广西","崇左"
"861958082","广西","玉林"
"861958083","广西","玉林"
"861958084","广西","玉林"
"861958085","广西","玉林"
"861958086","广西","玉林"
"861958087","广西","玉林"
"861958088","广西","百色"
"861958089","广西","百色"
"861958090","广西","河池"
"861958091","广西","河池"
"861958092","广西","贵港"
"861958093","广西","贵港"
"861958094","广西","柳州"
"861958095","广西","柳州"
"861958096","广西","柳州"
"861958097","广西","柳州"
"861958098","广西","柳州"
"861958099","广西","柳州"
"861958100","宁夏","银川"
"861958101","宁夏","银川"
"861958102","宁夏","石嘴山"
"861958103","宁夏","吴忠"
"861958104","宁夏","固原"
"861958105","宁夏","中卫"
"861958106","宁夏","银川"
"861958107","宁夏","银川"
"861958108","宁夏","银川"
"861958109","宁夏","银川"
"86195811","贵州","黔东南"
"861958120","四川","攀枝花"
"861958121","四川","攀枝花"
"861958122","四川","攀枝花"
"861958123","四川","攀枝花"
"861958124","四川","攀枝花"
"861958125","四川","成都"
"861958126","四川","成都"
"861958127","四川","成都"
"861958128","四川","成都"
"861958129","四川","凉山"
"861958130","四川","成都"
"861958131","四川","成都"
"861958132","四川","成都"
"861958133","四川","自贡"
"861958134","四川","自贡"
"861958135","四川","自贡"
"861958136","四川","自贡"
"861958137","四川","自贡"
"861958138","四川","自贡"
"861958139","四川","自贡"
"86195814","江苏","徐州"
"861958150","山西","吕梁"
"861958151","山西","吕梁"
"861958152","山西","吕梁"
"861958153","山西","吕梁"
"861958154","山西","太原"
"861958155","山西","太原"
"861958156","山西","太原"
"861958157","山西","太原"
"861958158","山西","太原"
"861958159","山西","太原"
"861958160","四川","攀枝花"
"861958161","四川","内江"
"861958162","四川","内江"
"861958163","四川","内江"
"861958164","四川","南充"
"861958165","四川","南充"
"861958166","四川","南充"
"861958167","四川","南充"
"861958168","四川","自贡"
"861958169","四川","雅安"
"861958170","四川","绵阳"
"861958171","四川","绵阳"
"861958172","四川","绵阳"
"861958173","四川","绵阳"
"861958174","四川","眉山"
"861958175","四川","眉山"
"861958176","四川","泸州"
"861958177","四川","泸州"
"861958178","四川","广安"
"861958179","四川","广安"
"861958180","四川","泸州"
"861958181","四川","泸州"
"861958182","四川","凉山"
"861958183","四川","凉山"
"861958184","四川","凉山"
"861958185","四川","凉山"
"861958186","四川","乐山"
"861958187","四川","乐山"
"861958188","四川","乐山"
"861958189","四川","广元"
"861958190","山西","晋中"
"861958191","山西","晋中"
"861958192","山西","晋中"
"861958193","山西","吕梁"
"861958194","山西","吕梁"
"861958195","山西","忻州"
"861958196","山西","忻州"
"861958197","山西","忻州"
"861958198","山西","阳泉"
"861958199","山西","阳泉"
"861958200","山西","长治"
"861958201","山西","长治"
"861958202","山西","运城"
"861958203","山西","运城"
"861958204","山西","运城"
"861958205","山西","运城"
"861958206","山西","朔州"
"861958207","山西","朔州"
"861958208","山西","晋中"
"861958209","山西","晋中"
"861958210","山西","运城"
"861958211","山西","运城"
"861958212","山西","运城"
"861958213","山西","运城"
"861958214","山西","运城"
"861958215","山西","运城"
"861958216","山西","运城"
"861958217","山西","大同"
"861958218","山西","大同"
"861958219","山西","大同"
"861958220","四川","广元"
"861958221","四川","甘孜"
"861958222","四川","广安"
"861958223","四川","德阳"
"861958224","四川","德阳"
"861958225","四川","德阳"
"861958226","四川","德阳"
"861958227","四川","自贡"
"861958228","四川","自贡"
"861958229","四川","宜宾"
"86195823","天津","天津"
"861958240","广东","深圳"
"861958241","广东","广州"
"861958242","广东","广州"
"861958243","广东","珠海"
"861958244","广东","深圳"
"861958245","广东","惠州"
"861958246","广东","中山"
"861958247","广东","佛山"
"861958248","广东","广州"
"861958249","广东","佛山"
"861958250","四川","乐山"
"861958251","四川","乐山"
"861958252","四川","乐山"
"861958253","四川","乐山"
"861958254","四川","乐山"
"861958255","四川","乐山"
"861958256","四川","乐山"
"861958257","四川","乐山"
"861958258","四川","内江"
"861958259","四川","南充"
"861958260","四川","广安"
"861958261","四川","广安"
"861958262","四川","广安"
"861958263","四川","广安"
"861958264","四川","广安"
"861958265","四川","广安"
"861958266","四川","广安"
"861958267","四川","广安"
"861958268","四川","南充"
"861958269","四川","南充"
"861958270","四川","巴中"
"861958271","四川","巴中"
"861958272","四川","巴中"
"861958273","四川","巴中"
"861958274","四川","巴中"
"861958275","四川","巴中"
"861958276","四川","巴中"
"861958277","四川","甘孜"
"861958278","四川","甘孜"
"861958279","四川","甘孜"
"86195828","天津","天津"
"86195829","天津","天津"
"86195830","四川","泸州"
"86195831","四川","宜宾"
"861958320","四川","资阳"
"861958321","四川","资阳"
"861958322","四川","资阳"
"861958323","四川","资阳"
"861958324","四川","资阳"
"861958325","四川","资阳"
"861958326","四川","资阳"
"861958327","四川","宜宾"
"861958328","四川","宜宾"
"861958329","四川","达州"
"861958330","四川","达州"
"861958331","四川","达州"
"861958332","四川","达州"
"861958333","四川","资阳"
"861958334","四川","资阳"
"861958335","四川","资阳"
"86195833","四川","巴中"
"861958346","四川","巴中"
"861958347","四川","巴中"
"861958348","四川","阿坝"
"861958349","四川","阿坝"
"861958350","四川","雅安"
"861958351","四川","雅安"
"861958352","四川","雅安"
"861958353","四川","雅安"
"861958354","四川","内江"
"861958355","四川","内江"
"861958356","四川","内江"
"861958357","四川","内江"
"861958358","四川","内江"
"861958359","四川","内江"
"861958360","四川","遂宁"
"861958361","四川","遂宁"
"861958362","四川","遂宁"
"861958363","四川","遂宁"
"861958364","四川","遂宁"
"861958365","四川","遂宁"
"861958366","四川","遂宁"
"861958367","四川","遂宁"
"86195836","四川","绵阳"
"861958378","四川","绵阳"
"861958379","四川","绵阳"
"861958380","四川","德阳"
"861958381","四川","德阳"
"861958382","四川","德阳"
"861958383","四川","德阳"
"861958384","四川","德阳"
"861958385","四川","德阳"
"861958386","四川","德阳"
"861958387","四川","德阳"
"861958388","四川","德阳"
"861958389","四川","绵阳"
"86195839","四川","广元"
"861958400","广东","深圳"
"861958401","广东","深圳"
"861958402","广东","广州"
"861958403","广东","中山"
"861958404","广东","深圳"
"861958405","广东","中山"
"861958406","广东","中山"
"861958407","广东","深圳"
"861958408","广东","广州"
"861958409","广东","中山"
"861958410","广东","中山"
"861958411","广东","广州"
"861958412","广东","佛山"
"861958413","广东","佛山"
"861958414","广东","深圳"
"861958415","广东","佛山"
"861958416","广东","佛山"
"861958417","广东","深圳"
"861958418","广东","广州"
"861958419","广东","佛山"
"861958420","广东","深圳"
"861958421","广东","深圳"
"861958422","广东","广州"
"861958423","广东","深圳"
"861958424","广东","深圳"
"861958425","广东","深圳"
"861958426","广东","深圳"
"861958427","广东","深圳"
"861958428","广东","广州"
"861958429","广东","广州"
"861958430","广东","广州"
"861958431","广东","广州"
"861958432","广东","广州"
"861958433","广东","广州"
"861958434","广东","深圳"
"861958435","广东","广州"
"861958436","广东","佛山"
"861958437","广东","深圳"
"861958438","广东","广州"
"861958439","广东","佛山"
"861958440","广东","佛山"
"861958441","广东","佛山"
"861958442","广东","佛山"
"861958443","广东","佛山"
"861958444","广东","广州"
"861958445","广东","佛山"
"861958446","广东","广州"
"861958447","广东","佛山"
"861958448","广东","广州"
"861958449","广东","广州"
"861958450","广东","广州"
"861958451","广东","广州"
"861958452","广东","广州"
"861958453","广东","广州"
"861958454","广东","深圳"
"861958455","广东","广州"
"861958456","广东","广州"
"861958457","广东","深圳"
"861958458","广东","广州"
"861958459","广东","深圳"
"861958460","广东","深圳"
"861958461","广东","深圳"
"861958462","广东","深圳"
"861958463","广东","深圳"
"861958464","广东","深圳"
"861958465","广东","深圳"
"861958466","广东","广州"
"861958467","广东","深圳"
"861958468","广东","广州"
"861958469","广东","深圳"
"861958470","广东","深圳"
"861958471","广东","深圳"
"861958472","广东","深圳"
"861958473","广东","广州"
"861958474","广东","深圳"
"861958475","广东","广州"
"861958476","广东","广州"
"861958477","广东","深圳"
"861958478","广东","佛山"
"861958479","广东","广州"
"861958480","广东","广州"
"861958481","广东","广州"
"861958482","广东","广州"
"861958483","广东","广州"
"861958484","广东","广州"
"861958485","广东","广州"
"861958486","广东","广州"
"861958487","广东","深圳"
"861958488","广东","广州"
"861958489","广东","广州"
"861958490","广东","深圳"
"861958491","广东","深圳"
"861958492","广东","深圳"
"861958493","广东","深圳"
"861958494","广东","广州"
"861958495","广东","深圳"
"861958496","广东","深圳"
"861958497","广东","广州"
"861958498","广东","广州"
"861958499","广东","广州"
"86195850","海南","海口"
"86195851","贵州","贵阳"
"86195852","贵州","遵义"
"861958530","贵州","铜仁"
"861958531","贵州","铜仁"
"861958532","贵州","铜仁"
"861958533","贵州","铜仁"
"861958534","贵州","铜仁"
"861958535","贵州","六盘水"
"861958536","贵州","六盘水"
"861958537","贵州","六盘水"
"861958538","贵州","六盘水"
"861958539","贵州","六盘水"
"861958540","贵州","毕节"
"861958541","贵州","毕节"
"861958542","贵州","毕节"
"861958543","贵州","毕节"
"861958544","贵州","毕节"
"861958545","贵州","黔南"
"861958546","贵州","黔南"
"861958547","贵州","黔南"
"861958548","贵州","黔南"
"861958549","贵州","黔南"
"86195855","贵州","黔东南"
"861958560","贵州","铜仁"
"861958561","贵州","铜仁"
"861958562","贵州","铜仁"
"861958563","贵州","铜仁"
"861958564","贵州","铜仁"
"861958565","贵州","六盘水"
"861958566","贵州","六盘水"
"861958567","贵州","六盘水"
"861958568","贵州","六盘水"
"861958569","贵州","六盘水"
"86195857","贵州","毕节"
"86195858","贵州","贵阳"
"86195859","贵州","贵阳"
"86195860","黑龙江","哈尔滨"
"861958610","黑龙江","哈尔滨"
"861958611","黑龙江","哈尔滨"
"861958612","黑龙江","哈尔滨"
"861958613","黑龙江","大庆"
"861958614","黑龙江","大庆"
"861958615","黑龙江","大庆"
"861958616","黑龙江","大庆"
"861958617","黑龙江","绥化"
"861958618","黑龙江","哈尔滨"
"861958619","黑龙江","牡丹江"
"861958620","黑龙江","齐齐哈尔"
"861958621","黑龙江","齐齐哈尔"
"861958622","黑龙江","齐齐哈尔"
"861958623","黑龙江","齐齐哈尔"
"861958624","黑龙江","绥化"
"861958625","黑龙江","绥化"
"861958626","黑龙江","绥化"
"861958627","黑龙江","牡丹江"
"861958628","黑龙江","牡丹江"
"861958629","黑龙江","佳木斯"
"861958630","黑龙江","佳木斯"
"861958631","黑龙江","佳木斯"
"861958632","黑龙江","鸡西"
"861958633","黑龙江","鸡西"
"861958634","黑龙江","黑河"
"861958635","黑龙江","黑河"
"861958636","黑龙江","双鸭山"
"861958637","黑龙江","鹤岗"
"861958638","黑龙江","伊春"
"861958639","黑龙江","七台河"
"86195864","广东","广州"
"86195865","海南","海口"
"861958660","甘肃","庆阳"
"861958661","甘肃","庆阳"
"861958662","甘肃","庆阳"
"861958663","甘肃","庆阳"
"861958664","甘肃","庆阳"
"861958665","甘肃","白银"
"861958666","甘肃","白银"
"861958667","甘肃","白银"
"861958668","甘肃","陇南"
"861958669","甘肃","陇南"
"86195867","海南","海口"
"861958680","吉林","四平"
"861958681","吉林","四平"
"861958682","吉林","四平"
"861958683","吉林","四平"
"861958684","吉林","四平"
"861958685","吉林","通化"
"861958686","吉林","通化"
"861958687","吉林","通化"
"861958688","吉林","白山"
"861958689","吉林","白山"
"861958690","内蒙古","乌兰察布"
"861958691","内蒙古","鄂尔多斯"
"861958692","内蒙古","包头"
"861958693","内蒙古","通辽"
"861958694","内蒙古","通辽"
"861958695","内蒙古","呼和浩特"
"861958696","内蒙古","呼和浩特"
"861958697","内蒙古","巴彦淖尔"
"861958698","内蒙古","通辽"
"861958699","内蒙古","乌兰察布"
"86195870","云南","昭通"
"86195871","云南","昆明"
"86195872","云南","大理"
"86195873","云南","红河"
"86195874","广东","广州"
"86195875","云南","曲靖"
"86195876","云南","文山"
"861958770","云南","红河"
"861958771","云南","红河"
"861958772","云南","红河"
"861958773","云南","红河"
"861958774","云南","红河"
"861958775","云南","红河"
"861958776","云南","红河"
"861958777","云南","红河"
"861958778","云南","怒江"
"861958779","云南","迪庆"
"86195878","辽宁","沈阳"
"86195879","辽宁","大连"
"86195880","浙江","温州"
"86195881","浙江","温州"
"86195882","浙江","绍兴"
"861958830","陕西","咸阳"
"861958831","陕西","安康"
"861958832","陕西","宝鸡"
"861958833","陕西","汉中"
"861958834","陕西","安康"
"861958835","陕西","安康"
"861958836","陕西","汉中"
"861958837","陕西","宝鸡"
"861958838","陕西","汉中"
"861958839","陕西","汉中"
"86195884","海南","海口"
"861958850","河南","洛阳"
"861958851","河南","洛阳"
"861958852","河南","洛阳"
"861958853","河南","洛阳"
"861958854","河南","商丘"
"861958855","河南","商丘"
"861958856","河南","商丘"
"861958857","河南","商丘"
"861958858","河南","安阳"
"861958859","河南","漯河"
"861958860","云南","怒江"
"861958861","云南","怒江"
"861958862","云南","迪庆"
"861958863","云南","迪庆"
"861958864","云南","丽江"
"861958865","云南","丽江"
"861958866","云南","丽江"
"861958867","云南","丽江"
"861958868","云南","丽江"
"861958869","云南","丽江"
"86195887","广西","南宁"
"861958880","广东","东莞"
"861958881","广东","东莞"
"861958882","广东","佛山"
"861958883","广东","深圳"
"861958884","广东","深圳"
"861958885","广东","广州"
"861958886","广东","广州"
"861958887","广东","广州"
"861958888","广东","广州"
"861958889","广东","深圳"
"86195889","山东","济南"
"861958900","内蒙古","乌兰察布"
"861958901","内蒙古","包头"
"861958902","内蒙古","包头"
"861958903","内蒙古","包头"
"861958904","内蒙古","包头"
"861958905","内蒙古","通辽"
"861958906","内蒙古","通辽"
"861958907","内蒙古","通辽"
"861958908","内蒙古","赤峰"
"861958909","内蒙古","兴安"
"861958910","内蒙古","鄂尔多斯"
"861958911","内蒙古","鄂尔多斯"
"861958912","内蒙古","鄂尔多斯"
"861958913","内蒙古","乌海"
"861958914","内蒙古","呼伦贝尔"
"861958915","内蒙古","呼伦贝尔"
"861958916","内蒙古","阿拉善"
"861958917","内蒙古","锡林郭勒"
"861958918","内蒙古","乌兰察布"
"861958919","内蒙古","呼伦贝尔"
"861958920","内蒙古","赤峰"
"861958921","内蒙古","赤峰"
"861958922","内蒙古","赤峰"
"861958923","内蒙古","赤峰"
"861958924","内蒙古","赤峰"
"861958925","内蒙古","鄂尔多斯"
"861958926","内蒙古","巴彦淖尔"
"861958927","内蒙古","巴彦淖尔"
"861958928","内蒙古","呼和浩特"
"861958929","内蒙古","呼和浩特"
"861958930","西藏","拉萨"
"861958931","西藏","拉萨"
"861958932","西藏","日喀则"
"861958933","西藏","那曲"
"861958934","西藏","日喀则"
"861958935","西藏","昌都"
"861958936","西藏","那曲"
"861958937","西藏","阿里"
"861958938","西藏","拉萨"
"861958939","西藏","日喀则"
"86195894","广东","广州"
"861958950","黑龙江","双鸭山"
"861958951","黑龙江","鹤岗"
"861958952","黑龙江","伊春"
"861958953","黑龙江","七台河"
"861958954","黑龙江","鸡西"
"861958955","黑龙江","鸡西"
"861958956","黑龙江","大兴安岭"
"861958957","黑龙江","黑河"
"861958958","黑龙江","哈尔滨"
"861958959","黑龙江","哈尔滨"
"861958960","黑龙江","鸡西"
"861958961","黑龙江","佳木斯"
"861958962","黑龙江","佳木斯"
"861958963","黑龙江","大庆"
"861958964","黑龙江","绥化"
"861958965","黑龙江","绥化"
"861958966","黑龙江","大庆"
"861958967","黑龙江","大庆"
"861958968","黑龙江","齐齐哈尔"
"861958969","黑龙江","齐齐哈尔"
"86195897","海南","海口"
"86195898","海南","海口"
"861958990","山东","德州"
"861958991","山东","德州"
"861958992","山东","德州"
"861958993","山东","德州"
"861958994","山东","德州"
"861958995","山东","青岛"
"861958996","山东","青岛"
"861958997","山东","青岛"
"861958998","山东","青岛"
"861958999","山东","青岛"
"861959000","新疆","克拉玛依"
"861959001","新疆","石河子"
"861959002","新疆","昌吉"
"861959003","新疆","乌鲁木齐"
"861959004","新疆","乌鲁木齐"
"861959005","新疆","乌鲁木齐"
"861959006","新疆","乌鲁木齐"
"861959007","新疆","乌鲁木齐"
"861959008","新疆","乌鲁木齐"
"861959009","新疆","乌鲁木齐"
"86195901","新疆","阿克苏"
"86195902","新疆","喀什"
"861959040","上海","上海"
"861959044","上海","上海"
"861959049","上海","上海"
"861959064","上海","上海"
"861959084","上海","上海"
"861959088","四川","绵阳"
"861959110","陕西","咸阳"
"861959111","陕西","延安"
"861959112","陕西","榆林"
"861959113","陕西","渭南"
"861959114","陕西","宝鸡"
"861959115","陕西","延安"
"861959116","陕西","汉中"
"861959117","陕西","宝鸡"
"861959118","陕西","西安"
"861959119","陕西","榆林"
"861959120","陕西","咸阳"
"861959121","陕西","宝鸡"
"861959122","陕西","榆林"
"861959123","陕西","渭南"
"861959124","陕西","汉中"
"861959125","陕西","安康"
"861959126","陕西","汉中"
"861959127","陕西","宝鸡"
"861959128","陕西","西安"
"861959129","陕西","汉中"
"861959130","陕西","咸阳"
"861959131","陕西","西安"
"861959132","陕西","商洛"
"861959133","陕西","渭南"
"861959134","陕西","渭南"
"861959135","陕西","安康"
"861959136","陕西","汉中"
"861959137","陕西","宝鸡"
"861959138","陕西","西安"
"861959139","陕西","商洛"
"861959140","陕西","咸阳"
"861959141","陕西","延安"
"861959142","陕西","榆林"
"861959143","陕西","渭南"
"861959144","陕西","商洛"
"861959145","陕西","安康"
"861959146","陕西","汉中"
"861959147","陕西","宝鸡"
"861959148","陕西","宝鸡"
"861959149","陕西","咸阳"
"86195915","陕西","西安"
"861959160","陕西","咸阳"
"861959161","陕西","延安"
"861959162","陕西","榆林"
"861959163","陕西","渭南"
"861959164","陕西","宝鸡"
"861959165","陕西","安康"
"861959166","陕西","榆林"
"861959167","陕西","汉中"
"861959168","陕西","渭南"
"861959169","陕西","商洛"
"861959174","上海","上海"
"861959184","上海","上海"
"861959194","上海","上海"
"861959214","上海","上海"
"861959220","云南","曲靖"
"86195924","上海","上海"
"861959254","上海","上海"
"861959264","上海","上海"
"861959274","上海","上海"
"861959284","上海","上海"
"861959294","上海","上海"
"86195930","甘肃","临夏"
"86195931","甘肃","白银"
"861959324","上海","上海"
"86195933","甘肃","庆阳"
"861959340","上海","上海"
"861959341","上海","上海"
"861959342","上海","上海"
"861959343","上海","上海"
"861959344","上海","上海"
"861959346","上海","上海"
"861959347","上海","上海"
"861959348","上海","上海"
"861959364","上海","上海"
"861959384","上海","上海"
"861959424","上海","上海"
"86195944","上海","上海"
"861959484","上海","上海"
"861959660","北京","北京"
"861959661","北京","北京"
"861959662","北京","北京"
"861959663","北京","北京"
"861959664","北京","北京"
"861959665","北京","北京"
"861959666","北京","北京"
"861959667","北京","北京"
"861959668","北京","北京"
"861959669","新疆","喀什"
"861959688","四川","成都"
"861959740","上海","上海"
"861959741","上海","上海"
"861959742","上海","上海"
"861959747","上海","上海"
"861959748","上海","上海"
"861959749","上海","上海"
"861959764","上海","上海"
"861959784","上海","上海"
"861959814","上海","上海"
"861959818","四川","凉山"
"861959824","上海","上海"
"861959838","江西","九江"
"861959840","上海","上海"
"861959841","上海","上海"
"861959842","上海","上海"
"861959843","上海","上海"
"861959844","上海","上海"
"861959845","上海","上海"
"861959847","上海","上海"
"861959849","上海","上海"
"861959858","贵州","黔南"
"861959868","山东","日照"
"861959888","江苏","苏州"
"861959898","河南","濮阳"
"861959990","江苏","常州"
"861959991","江苏","南京"
"861959992","江苏","无锡"
"861959993","江苏","淮安"
"861959994","江苏","泰州"
"861959995","江苏","连云港"
"861959996","江苏","镇江"
"861959997","江苏","无锡"
"861959998","江苏","扬州"
"861959999","江苏","苏州"
"86196000","北京","北京"
"86196001","北京","北京"
"86196010","北京","北京"
"86196011","北京","北京"
"86196020","广东","广州"
"86196021","上海","上海"
"86196022","天津","天津"
"86196023","重庆","重庆"
"86196024","辽宁","沈阳"
"861960250","江苏","盐城"
"861960251","江苏","连云港"
"861960252","江苏","苏州"
"861960253","江苏","淮安"
"861960254","江苏","南通"
"861960255","江苏","镇江"
"861960256","江苏","泰州"
"861960257","江苏","常州"
"861960258","江苏","扬州"
"861960259","江苏","南京"
"86196027","湖北","武汉"
"86196028","四川","成都"
"86196029","陕西","西安"
"86196030","河北","邯郸"
"861960310","河北","邯郸"
"861960311","河北","石家庄"
"861960312","河北","保定"
"861960313","河北","张家口"
"861960314","河北","承德"
"861960315","河北","唐山"
"861960316","河北","廊坊"
"861960317","河北","沧州"
"861960318","河北","衡水"
"861960319","河北","邢台"
"86196032","河北","邯郸"
"861960330","河北","承德"
"861960331","河北","承德"
"861960332","河北","承德"
"861960333","河北","承德"
"861960334","河北","承德"
"861960335","河北","秦皇岛"
"861960336","河北","承德"
"861960337","河北","承德"
"861960338","河北","承德"
"861960339","河北","承德"
"861960340","山西","忻州"
"861960341","山西","太原"
"861960342","山西","大同"
"861960343","山西","阳泉"
"861960344","山西","晋中"
"861960345","山西","长治"
"861960346","山西","晋城"
"861960347","山西","临汾"
"861960348","山西","吕梁"
"861960349","山西","朔州"
"861960350","山西","忻州"
"861960351","山西","太原"
"861960352","山西","大同"
"861960353","山西","阳泉"
"861960354","山西","晋中"
"861960355","山西","长治"
"861960356","山西","晋城"
"861960357","山西","临汾"
"861960358","山西","吕梁"
"861960359","山西","运城"
"861960360","山西","忻州"
"861960361","山西","太原"
"861960362","山西","大同"
"861960363","山西","阳泉"
"861960364","山西","晋中"
"861960365","山西","长治"
"861960366","山西","太原"
"861960367","山西","临汾"
"861960368","山西","运城"
"861960369","山西","太原"
"861960370","河南","商丘"
"861960371","河南","郑州"
"861960372","河南","安阳"
"861960373","河南","新乡"
"861960374","河南","许昌"
"861960375","河南","平顶山"
"861960376","河南","信阳"
"861960377","河南","南阳"
"861960378","河南","开封"
"861960379","河南","洛阳"
"861960380","河南","洛阳"
"861960381","河南","洛阳"
"861960382","河南","郑州"
"861960383","河南","郑州"
"861960384","河南","郑州"
"861960385","河南","郑州"
"861960386","河南","郑州"
"861960387","河南","郑州"
"861960388","河南","郑州"
"861960389","河南","郑州"
"861960390","河南","济源"
"861960391","河南","焦作"
"861960392","河南","鹤壁"
"861960393","河南","濮阳"
"861960394","河南","周口"
"861960395","河南","漯河"
"861960396","河南","驻马店"
"861960397","河南","南阳"
"861960398","河南","三门峡"
"861960399","河南","三门峡"
"861960400","辽宁","沈阳"
"861960401","辽宁","沈阳"
"861960402","辽宁","沈阳"
"861960403","辽宁","沈阳"
"861960404","辽宁","沈阳"
